molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Label
mol_112,0,0,0,0,0,7,0,-2,342.326,8.714,573.577,54.299,138.956,357.958,22.364,1036.354,3,6.45,0.0732717,0.0194773,0.8634657,34.245,11.932,20.361,13.69,2.422,-3.409,-4.613,-5.448,476.624,-1.046,294.446,-2.147,8.456,0.389,6,-0.106,3,89.062,22.364,0,99.171,6,0,18,0,18,0,25,0,0.95,1
mol_113,0,0,0,0,0,7,0,-2,403.231,4.537,628.044,59.877,146.93,343.983,77.254,1086.819,3,6.45,0.0189424,0.0177881,0.8139782,36.131,12.969,20.405,13.8,2.814,-4.512,-5.785,-6.182,400.46,-1.147,487.487,-2.344,8.451,0.425,5,-0.032,3,90.005,0,0,97.769,6,0,18,0,18,0,25,0,0.056,1
mol_114,0,0,0,0,0,8,0,-2,367.36,3.387,636.178,60.427,268.711,307.041,0,1115.237,5,9.45,0.0102876,0.0332153,0.8175191,36.273,13.755,25.012,20.033,0.442,-3.335,-3.951,-5.949,28.036,-2.599,10.388,-4.622,8.301,0.606,8,-0.495,2,55.447,0,0,151.498,8,0,18,0,18,0,27,1,0.004,1
mol_115,0,0,0,0,0,7,0,-2,324.335,8.364,598.315,58.642,152.534,387.14,0,1034.327,3,6.95,0.067634,0.0201194,0.8266848,34.442,12.268,20.5,14.525,2.049,-3.583,-4.109,-6.183,354.342,-1.346,161.187,-2.295,8.032,0.47,8,-0.217,2,84.572,0,0,100.239,6,0,18,0,18,0,24,1,0.43,1
mol_116,0,0,0,0,0,7,0,-2,341.338,8.057,571.494,52.474,137.331,360.107,21.582,1040.421,3,5.95,0.0623863,0.0180329,0.8688789,34.428,11.996,20.017,13.196,2.639,-3.484,-4.764,-5.371,493.842,-1.018,302.957,-2.11,8.172,0.511,7,-0.023,3,90.607,21.582,0,89.951,5,0,18,0,18,0,25,1,0.87,1
mol_117,1,0,0,0,0,7,0,-2,373.407,6.296,643.477,54.589,138.221,450.667,0,1168.967,3,5.95,0.0339114,0.0160156,0.834001,40.437,13.909,21.695,13.984,3.406,-4.552,-5.621,-6.367,484.339,-1.183,225.961,-1.807,8.146,0.837,6,0.263,3,94.945,0,0,90.051,5,0,22,0,22,0,28,0,0.163,1
mol_118,0,0,0,0,0,8,0,-2,365.428,5.811,672.709,222.255,147.059,303.395,0,1203.221,3,5.95,0.02806,0.0153197,0.8132707,39.76,13.26,21.078,12.892,3.365,-4.874,-5.226,-6,399.337,-1.401,183.42,-2.393,8.113,0.618,7,0.29,3,93.205,0,0,89.893,5,0,18,0,18,0,27,1,0.02,1
mol_119,0,0,0,0,0,7,0,-2,342.326,8.768,594.284,60.819,157.276,329.32,46.867,1039.029,3,6.95,0.0739925,0.0202559,0.8348136,34.078,11.651,20.652,14.171,2.164,-3.725,-4.443,-5.775,319.483,-1.248,260.29,-2.586,8.31,0.601,8,-0.198,2,84.44,46.867,0,98.659,6,0,18,0,18,0,25,1,0.167,1
mol_120,0,0,0,0,0,7,0,-2,337.374,3.576,620.342,145.923,147.541,326.878,0,1091.881,3,5.95,0.0117103,0.0166129,0.8266427,36.17,12.367,19.69,13.149,2.72,-4.173,-4.688,-5.896,395.16,-1.298,181.347,-2.415,8.262,0.723,7,0.065,3,89.348,0,0,89.891,5,0,18,0,18,0,25,1,0.087,1
mol_121,0,0,0,0,0,7,0,-2,341.338,4.175,590.522,56.388,143.154,344.163,46.816,1045.769,3,5.95,0.0166703,0.0174519,0.8437615,34.49,11.74,19.457,13.182,2.685,-3.896,-4.764,-5.701,434.879,-1.084,363.019,-2.273,8.194,0.685,6,-0.032,3,89.891,46.816,0,87.988,5,0,18,0,18,0,25,0,0.231,1
mol_122,0,1,0,0,0,7,0,-1,289.33,6.502,558.28,212.848,133.798,211.634,0,964.457,3,6.45,0.0438354,0.020011,0.8456069,29.97,10.262,18.008,12.615,1.164,-2.058,-2.226,-5.766,133.042,-0.707,61.854,-4.63,9.049,0.349,5,-0.291,3,71.775,0,0,87.017,5,0,12,0,12,0,21,0,0.094,1
mol_123,0,1,0,0,0,8,0,-1,337.374,6.402,565.32,78.171,141.961,345.188,0,1039.855,3,6.45,0.0394204,0.0197618,0.87805,33.621,12.091,19.577,13.375,1.81,-1.801,-3.471,-5.878,111.322,-0.748,51.015,-4.214,9.103,0.295,6,-0.126,3,74.171,0,0,88.174,5,0,18,0,18,0,25,0,0.325,1
mol_124,0,0,0,0,0,7,0,-1,402.244,5.027,608.374,64.451,138.112,328.556,77.255,1080.479,3,5.95,0.0233872,0.0169397,0.8370254,35.73,12.761,20.071,13.095,3.022,-4.316,-5.945,-5.736,485.499,-0.983,600.291,-2.235,8.144,0.679,6,0.046,3,92.717,0,0,87.462,5,0,18,0,18,0,25,0,0.113,1
mol_125,0,0,0,0,0,8,0,-2,366.373,3.103,623.804,56.075,248.913,318.817,0,1118.942,5,8.45,0.0086059,0.0302896,0.8355809,36.534,13.747,24.531,18.964,0.975,-3.331,-4.248,-5.713,43.198,-2.295,16.575,-4.216,8.23,0.652,7,-0.344,2,61.924,0,0,142.875,7,0,18,0,18,0,27,1,0.01,1
mol_126,0,0,0,0,0,7,0,-2,363.372,10.112,619.335,53.7,170.342,395.293,0,1112.182,4,6.95,0.0919307,0.0224434,0.8382182,37.636,13.444,23.57,16.217,2.246,-3.812,-4.939,-6.035,240.187,-1.475,105.876,-2.594,8.287,0.428,4,-0.075,3,82.705,0,0,114.951,7,0,21,0,21,0,27,0,0.143,1
mol_127,0,0,0,0,0,8,0,-2,366.373,4.81,636.885,57.464,259.371,320.05,0,1121.856,5,8.45,0.0206197,0.0296675,0.8198398,36.662,13.845,24.736,19.075,0.895,-3.517,-4.248,-5.973,34.378,-2.491,12.949,-4.404,8.371,0.718,7,-0.363,2,59.683,0,0,142.548,7,0,18,0,18,0,27,1,0.004,1
mol_128,0,0,0,0,0,7,0,-2,330.358,6.124,555.865,52.679,167.264,312.849,23.074,988.571,3,6.95,0.0379349,0.0216559,0.8633774,31.902,11.669,19.382,14.026,1.718,-3.033,-4.16,-5.235,256.883,-1.298,152.315,-2.828,8.33,0.589,5,-0.284,3,80.132,0,0,102.218,6,0,17,0,17,0,23,0,0.455,1
mol_129,0,0,0,0,0,7,0,-2,341.338,4.316,589.739,52.339,146.483,344.056,46.861,1046.908,3,5.95,0.017795,0.017475,0.8454948,34.534,11.778,19.511,13.202,2.671,-3.884,-4.764,-5.673,404.39,-1.109,335.778,-2.335,8.471,0.556,7,-0.028,3,89.241,46.861,0,89.754,5,0,18,0,18,0,25,1,0.206,1
mol_130,0,0,0,0,0,7,0,-2,324.335,5.062,581.157,54.641,150.56,375.956,0,1023.561,3,6.45,0.0250316,0.0192232,0.8451758,33.905,12.111,19.491,13.902,2.183,-3.43,-4.275,-5.83,369.946,-1.264,168.872,-2.298,8.545,0.708,6,-0.154,3,85.692,0,0,98.158,6,0,18,0,18,0,24,0,0.607,1
mol_131,0,0,0,0,0,7,0,-2,338.362,5.07,614.348,143.976,143.685,326.688,0,1083.763,3,6.45,0.0237185,0.0181847,0.8305645,35.843,12.265,20.003,13.6,2.52,-3.955,-4.538,-5.832,429.869,-1.247,198.623,-2.345,8.456,0.365,7,-0.024,3,88.829,0,0,98.824,6,0,18,0,18,0,25,1,0.17,1
mol_132,6,0,0,0,2,12,1,-2,741.331,13.892,949.442,521.683,108.585,247.935,71.24,2065.352,2,11.5,0.093434,0.0171295,0.8260871,71.164,20.16,34.937,18.074,5.888,-6.555,-9.671,-2.78,562.288,-1.046,1117.023,-1.495,8.052,1.152,6,0.758,1,71.767,0,27.165,138.743,12,3,30,0,30,7,53,1,0.007,1
mol_139,6,0,0,0,2,12,1,-2,741.331,9.646,1015.108,654.379,139.737,170.311,50.681,2111.531,2,11.5,0.0440623,0.0160214,0.7841234,72.271,20.513,34.348,18.238,5.756,-7.451,-9.671,-3.089,262.461,-1.551,413.164,-2.343,8.626,1.008,6,0.844,1,65.067,0,31.622,144.344,12,3,30,0,30,7,53,1,0,1
mol_140,0,0,0,0,0,8,0,0,429.41,10.328,612.836,220.097,117.315,153.562,121.862,1139.475,2,6.95,0.0936111,0.0160382,0.8609098,35.778,10.412,20.042,11.089,3.289,-4.22,-5.888,-4.515,764.541,-0.675,1721.385,-2.373,9.002,0.588,4,0.053,3,100,121.862,0,84.489,6,0,15,0,15,2,29,0,0.11,1
mol_141,0,0,0,0,0,8,1,-1,429.398,5.743,712.644,219.753,104.618,266.4,121.873,1265.269,2,5.7,0.0260663,0.0113114,0.7938664,41.889,12.307,20.477,10.78,4.729,-6.294,-6.496,-6.138,1008.798,-0.726,2323.182,-1.741,8.543,0.801,3,0.548,1,100,121.873,0,84.067,6,0,15,0,15,0,31,1,0.004,1
mol_142,0,0,0,0,0,4,1,0,403.363,3.989,690.181,248.631,78.277,241.403,121.869,1197.402,0,5.5,0.013292,0,0.790124,41.503,10.845,17.078,8.132,4.634,-6.296,-5.793,-6.079,1793.065,-0.214,4325.707,-1.728,9.287,1.217,2,0.453,1,100,121.869,0,74.533,7,0,19,4,15,3,29,1,0.004,1
mol_143,0,0,0,0,0,7,1,0,407.389,9.312,667.267,279.184,83.306,182.92,121.857,1190.856,1,5.45,0.0728084,0.0081676,0.8142763,38.756,10.599,18.289,8.467,4.575,-5.815,-6.088,-5.41,1606.61,-0.397,3841.02,-1.738,9.015,0.532,4,0.489,3,100,121.857,0,65.455,5,0,15,0,15,2,29,1,0.011,1
mol_144,2,0,0,0,0,4,1,0,406.382,3.902,665.817,162.218,79.701,247.204,176.692,1151.745,0,5.5,0.0132207,0,0.798083,39.731,10.824,16.768,8.142,4.543,-6.074,-5.857,-5.978,1738.167,-0.078,8351.832,-1.734,9.385,1.714,3,0.32,3,100,121.867,0,71.099,6,0,19,4,15,3,28,1,0.006,1
mol_145,1,0,0,0,0,4,1,0,429.401,4.269,730.215,316.773,76.94,214.621,121.881,1274.263,0,5.5,0.0142987,0,0.778431,44.323,11.429,17.997,8.038,5.114,-7.055,-6.216,-6.141,1846.192,-0.225,4465.078,-1.797,9.269,1.238,4,0.676,1,100,121.881,0,75.116,7,1,23,8,15,5,31,1,0.001,1
mol_146,1,0,0,0,1,3,0,1,397.784,7.158,630.996,117.819,52.366,266.796,194.015,1108.143,0,4,0.0462347,0,0.8207334,38.816,10.461,16.185,8.944,4.641,-5.458,-5.923,-4.331,1835.759,0.341,10000,-1.257,8.858,0.973,3,0.316,3,100,121.863,29.585,50.905,5,0,15,0,15,0,27,0,0.077,1
mol_147,1,0,0,0,0,4,1,0,412.37,7.83,692.778,182.739,65.002,323.18,121.857,1213.521,0.5,4,0.0505163,0.0040827,0.7942106,42.929,11.59,18.094,7.859,5.689,-7.338,-6.745,-6.403,2395.984,-0.066,5916.449,-1.195,8.931,1.203,3,0.986,1,100,121.857,0,63.836,6,1,19,4,15,3,30,1,0.001,1
mol_148,1,0,0,0,0,6,1,0,426.782,4.635,660.932,122.687,90.608,266.388,181.249,1163.2,2,6.2,0.0184701,0.0132663,0.8093037,39.089,11.624,19.991,11.514,4.229,-5.832,-6.252,-5.888,1369.824,-0.276,6838.321,-1.675,8.827,0.902,4,0.287,3,100,121.848,0,93.083,7,0,15,0,15,0,29,1,0.013,1
mol_149,0,0,0,0,0,6,0,-1,390.321,10.881,643.296,108.468,126.31,286.67,121.847,1110.029,2.5,6.2,0.1066531,0.0152388,0.8059544,37.154,11.198,21.138,12.564,3.37,-5.235,-5.486,-6.039,628.205,-0.795,1391.872,-2.261,8.835,0.936,4,0.126,3,96.759,121.847,0,96.723,7,0,15,0,15,0,28,0,0.012,1
mol_150,0,0,0,0,0,5,1,0,418.375,8.996,686.407,187.087,100.715,276.746,121.858,1208.783,1,5.7,0.0669492,0.0083041,0.7994952,41.654,11.572,19.607,9.957,4.566,-6.386,-6.147,-6.096,1098.541,-0.489,2546.853,-1.921,8.888,0.996,4,0.565,1,100,121.858,0,84.593,7,0,19,4,15,3,30,1,0.002,1
mol_151,1,0,0,0,0,5,1,0,452.82,6.699,720.523,172.112,117.292,259.454,171.666,1260.939,1,5.7,0.0355881,0.0079109,0.783393,43.576,12.462,20.095,10.052,4.944,-7.21,-6.853,-6.274,764.93,-0.591,3228.074,-2.287,8.971,1.142,4,0.7,1,100,121.854,0,85.516,7,0,19,4,15,3,31,1,0,1
mol_152,1,0,0,0,0,5,1,0,355.359,5.351,679.134,369.362,87.012,114.202,108.558,1144.357,1,4.5,0.0250176,0.0066261,0.7790835,37.523,9.822,16.438,7.554,4.509,-6.651,-4.968,-5.651,1481.72,-0.427,2975.828,-2.241,9.053,1.075,2,0.627,1,100,108.558,0,68.84,5,0,12,0,12,6,25,1,0,1
mol_153,0,0,0,0,0,5,1,-1,317.338,7.781,628.459,263.728,135.267,158.848,70.615,1058.18,1,5,0.0572147,0.007956,0.799088,34.501,9.837,16.28,8.544,3.336,-6.396,-5.004,-5.541,516.605,-0.977,590.387,-2.973,9.375,1.158,2,0.3,1,95.038,70.615,0,74.07,4,0,12,0,12,6,23,1,0,1
mol_154,1,0,0,0,0,4,1,1,351.368,6.701,649.87,388.521,45.983,108.64,106.726,1114.615,1,3.25,0.0402842,0.005001,0.7999975,36.922,9.181,15.655,6.156,5.122,-6.743,-5.429,-5.286,3629.496,0.105,7658.11,-1.6,8.645,0.588,2,0.847,1,100,106.726,0,44.534,3,1,15,0,15,8,25,1,0.002,1
schrod_454648_1,1,1,1,0,0,6,0,0,158.246,5.902,416.513,272.398,144.116,0,0,664.964,4,4,0.0523785,0.0192071,0.8845755,16.605,6.25,13.377,10.177,-0.187,-0.133,0.054,-4.126,106.207,-0.628,48.486,-7.725,8.538,-1.175,2,-0.683,2,62.117,0,0,75.784,4,0,0,0,0,0,11,0,0.002,0
schrod_360451_1,1,0,0,1,0,1,0,-1,152.152,4.574,341.13,156.889,167.752,16.489,0,526.824,1,2,0.0397207,0.0058629,0.924744,14.445,4.743,7.393,5.007,1.092,-1.656,-1.778,-1.021,64.373,-0.805,32.444,-4.457,9.618,0.02,2,-0.522,3,65.713,0,0,82.138,4,0,8,0,8,3,11,0,0.117,0
schrod_446924,1,0,0,0,0,2,0,-1,160.178,5,346.883,0,163.956,182.928,0,542.395,4,3,0.0460865,0.0172969,0.92724,16.015,6.768,13.154,11.286,0.02,-1.017,-1.777,-3.582,276.126,-0.828,123.099,-3.705,7.618,0.682,1,-0.684,2,70.753,0,0,76.386,4,0,10,0,10,0,12,0,3.041,0
schrod_639799_5,1,0,0,0,0,2,0,-1,159.19,1.839,355.779,0,126.244,229.535,0,559.351,3,3,0.0060463,0.014605,0.9227989,17.139,6.74,11.425,9.903,0.627,-1.318,-1.844,-3.876,629.112,-0.545,299.778,-2.846,7.041,0.444,3,-0.567,3,80.706,0,0,61.392,3,0,10,0,10,0,12,0,10.925,0
schrod_736305_2,1,0,0,0,0,2,0,-1,160.178,5.396,355.027,0,152.979,202.048,0,550.499,4,3,0.0528896,0.0169001,0.9149734,16.522,6.786,13.378,11.361,0.153,-1.131,-1.777,-3.871,350.913,-0.775,159.501,-3.435,8.027,0.658,0,-0.678,2,73.398,0,0,74.162,4,0,10,0,10,0,12,0,4.345,0
schrod_814786_2,1,0,0,1,0,1,0,-1,162.148,6.736,347.73,0,167.546,180.184,0,538.2,2,3.5,0.0843165,0.0142344,0.9202057,16.463,6.2,11.231,9.077,1.328,-1.431,-1.769,-1.875,64.663,-0.816,32.602,-3.877,9.02,0.691,0,-0.712,3,67.13,0,0,79.216,4,0,9,0,9,0,12,0,0.799,0
schrod_609128_1,0,0,0,1,0,4,1,-2,163.176,5.335,380.317,23.586,176.307,180.425,0,593.221,2.5,3,0.0479748,0.0124723,0.897766,16.741,6.754,11.187,8.795,1.015,-1.445,-1.704,-2.239,53.405,-1.136,26.513,-3.749,8.296,0.737,2,-0.714,3,63.807,0,0,77.977,3,0,6,0,6,0,12,0,1.044,0
schrod_814786_3,1,0,0,1,0,1,0,-1,162.148,6.736,347.73,0,167.546,180.184,0,538.2,2,3.5,0.0843151,0.0142344,0.9202057,16.463,6.2,11.231,9.077,1.328,-1.431,-1.769,-1.875,64.663,-0.816,32.602,-3.877,9.02,0.691,0,-0.712,3,67.13,0,0,79.216,4,0,9,0,9,0,12,0,0.799,0
schrod_750828_3,0,1,0,0,0,3,0,0,161.206,5.867,389.173,91.882,104.642,192.65,0,608.768,3,2.5,0.0565406,0.0111265,0.8925994,18.122,6.57,11.932,8.872,0.61,-0.483,-0.869,-4.915,251.468,-0.094,123.09,-4.544,8.718,0.142,3,-0.483,2,73.483,0,0,55.243,3,0,9,0,9,0,12,0,1.517,0
schrod_385652,1,1,0,0,0,3,0,1,174.245,3.934,413.421,147.424,86.054,179.943,0,668.352,3,1,0.0231533,0.0041896,0.8942167,20.386,6.998,11.353,7.24,1.432,-1.034,-1.426,-4.828,377.358,0.064,190.876,-4.246,8.154,-0.087,4,-0.21,3,81.447,0,0,40.674,2,0,9,0,9,0,13,0,0.914,0
schrod_806512_1,1,1,0,0,0,3,0,1,174.245,1.501,418.82,167.014,92.14,159.665,0,674.323,3,1,0.0033405,0.0041356,0.8879389,20.431,6.909,11.08,7.157,1.393,-1.131,-1.426,-4.833,330.394,0.002,165.333,-4.43,8.159,-0.076,4,-0.195,3,80.189,0,0,41.045,2,0,9,0,9,0,13,0,0.479,0
schrod_803429_1,1,1,0,0,0,3,0,1,178.209,3.692,395.673,78.915,92.133,177.707,46.918,630.459,3,1,0.0216176,0.0043775,0.8986684,18.848,6.359,11.059,7.24,1.438,-0.943,-1.505,-4.745,330.447,0.136,298.85,-4.366,8.446,0.245,3,-0.311,3,80.453,46.918,0,41.041,2,0,9,0,9,0,13,0,0.92,0
schrod_323393_1,0,0,0,0,0,5,0,-1,180.227,5.751,400.23,81.703,148.668,128.21,41.649,615.169,4.5,3,0.0537713,0.0159008,0.874015,16.479,6.968,13.983,11.023,0.483,-1.381,-1.807,-4.182,385.551,-0.933,298.613,-3.328,8.589,0.02,1,-0.753,3,76.062,0,0,73.097,4,0,6,0,6,0,12,0,3.528,0
schrod_128888_3,0,0,0,2,0,2,0,-1,184.191,3.872,369.627,141.317,157.507,70.803,0,607.423,2,4,0.024677,0.0153042,0.938416,17.547,6.279,10.842,8.59,1.413,-1.528,-1.571,0.749,20.392,-0.749,11.911,-3.981,9.775,-0.675,3,-0.802,2,58.657,0,0,89.08,4,0,6,0,6,4,13,1,0.57,0
schrod_759752_3,3,0,0,0,0,1,0,-1,183.212,0.234,389.059,0,112.003,277.056,0,622.875,3,1.5,0.0000882,0.0066778,0.9066018,20.777,7.495,11.819,8.953,1.574,-2.104,-2.777,-4.365,858.565,-0.405,419.534,-2.512,7.645,0.396,1,-0.282,3,88.671,0,0,52.284,3,0,13,0,13,0,14,0,4.434,0
schrod_808519,0,0,0,0,0,2,0,0,187.244,4.742,432.057,163.315,64.076,204.666,0,699.539,1.5,2.5,0.032142,0.0070867,0.8820609,22.512,6.906,10.788,6.805,2.08,-2.876,-2.581,-4.416,2444.929,-0.106,1300.229,-1.787,8.127,0.575,1,-0.075,3,100,0,0,38.997,3,0,10,0,10,0,14,0,4.064,0
schrod_379352,1,0,0,0,0,2,0,-1,188.232,2.652,421.164,89.267,130.677,201.221,0,673.961,3.5,2.5,0.0104358,0.0111051,0.8826808,21.455,7.541,13.353,10.138,1.259,-2.359,-2.458,-4.39,571.073,-0.675,269.999,-3.027,7.63,-0.431,2,-0.344,3,83.656,0,0,66.864,4,0,11,0,11,0,14,0,0.954,0
schrod_479836,0,0,0,0,0,2,0,-2,188.188,4.97,412.553,0,180.568,231.985,0,639.122,3,5.5,0.0386446,0.0230911,0.8697773,20.355,7.518,14.512,12.888,-0.067,-1.933,-1.862,-4.745,192.121,-1.148,83.172,-3.838,8.825,1.196,2,-0.636,3,67.424,0,0,90.042,5,0,12,0,12,0,14,0,0.319,0
schrod_350752_1,0,0,0,1,0,5,1,-1,189.213,2.116,435.615,96.525,131.338,207.751,0,699.263,1,3.5,0.0064025,0.0080346,0.8746274,20.604,7.229,9.8,6.883,2.107,-2.33,-2.075,-2.744,142.568,-0.882,76.627,-2.728,9.281,1.232,3,-0.498,3,77.835,0,0,62.38,3,0,6,0,6,0,14,0,2.098,0
schrod_453706,0,0,0,0,0,3,0,-1,193.251,2.915,431.97,232.267,130.925,68.778,0,697.209,3,4,0.0121842,0.0160386,0.8802792,20.479,6.722,12.867,9.789,0.931,-2.193,-1.914,-3.797,567.988,-0.744,268.423,-3.402,8.953,-0.045,1,-0.414,3,81.692,0,0,72.436,5,0,12,0,12,6,14,0,0.463,0
schrod_766474_1,1,1,0,0,0,3,0,1,192.235,3.69,421.546,147.417,83.673,145.645,44.811,683.603,3,1,0.0199179,0.0041088,0.890271,20.668,6.576,11.555,7.026,1.786,-1.375,-1.786,-4.728,397.489,0.187,355.322,-4.323,8.313,0.177,4,-0.169,3,83.925,44.811,0,40.64,2,0,9,0,9,0,14,0,0.385,0
schrod_378896_1,0,0,0,1,0,2,0,-2,194.208,6.072,377.076,0,195.898,132.032,49.145,592.557,3,4,0.0622181,0.0183735,0.9048091,17.537,7.07,13.272,10.767,0.63,-1.789,-2.139,-1.894,34.817,-1.032,31.036,-4.473,8.776,0.92,1,-0.735,2,58.231,0,0,90.043,4,0,9,0,9,0,13,0,0.106,0
schrod_843865,1,0,0,0,0,3,0,-2,194.193,6.644,393.863,128.882,209.846,55.135,0,628.951,4,4,0.0701766,0.0203116,0.9013586,17.617,6.864,14.526,11.606,-0.236,-1.522,-2.068,-3.391,101.375,-1.339,41.675,-4.905,7.775,0.689,3,-0.612,3,61.466,0,0,106.475,6,0,9,0,9,0,14,0,0.073,0
schrod_268760_3,0,0,0,1,0,2,0,-2,194.208,6.169,381.308,0,193.131,145.404,42.773,598.114,2.5,4.5,0.0636362,0.0186598,0.9003517,17.887,7.004,12.924,10.607,0.596,-1.809,-2.033,-2.03,36.986,-1.04,30.572,-4.375,8.382,1.299,2,-0.748,2,58.501,0,0,91.189,4,0,9,0,9,0,13,0,0.127,0
schrod_620144_1,2,2,0,0,0,4,0,1,194.319,2.476,409.613,307.935,101.677,0,0,700.651,4,2,0.00875,0.0097653,0.931378,19.318,6.715,12.616,8.343,0.368,0.788,0.192,-4.095,66.91,0.338,32.554,-7.135,9.353,-2.929,4,-0.369,2,61.773,0,0,49.298,2,0,10,0,10,10,14,0,0.088,0
schrod_610605_2,0,0,0,1,0,3,0,-2,197.233,5.046,432.792,217.316,179.703,35.773,0,709.93,2,5,0.0358632,0.0163383,0.8892616,20.673,6.807,12.557,9.419,0.931,-2.142,-1.575,-1.687,49.588,-1.132,24.471,-4.417,8.712,-0.095,5,-0.608,3,62.738,0,0,92.679,4,0,6,0,6,3,14,0,0.054,0
schrod_850155_1,2,0,0,0,0,0,0,1,197.239,2.139,427.522,66.817,41.902,318.803,0,695.912,1,1.5,0.0065724,0.0035086,0.8883323,24.741,7.451,10.108,6.144,3.189,-3.557,-3.385,-4.859,3967.715,0.209,2194.328,-1.169,8.56,0.331,0,0.204,3,100,0,0,28.683,3,0,14,0,14,0,15,0,4.404,0
schrod_379874,0,0,1,0,0,2,0,-1,201.23,4.682,429.531,82.399,164.257,182.875,0,691.517,4,4,0.0316969,0.018625,0.8804527,21.983,7.93,15.499,12.471,0.562,-2.192,-2.242,-4.339,274.316,-0.97,122.227,-5.773,8.328,0.924,2,-0.461,3,73.879,0,0,91.564,5,0,10,0,10,0,15,0,0.002,0
schrod_722689_3,0,0,0,1,0,3,0,-2,201.24,4.834,404.55,170.158,167.694,66.111,0.586,648.896,2,4,0.0360103,0.0139831,0.896004,18.52,6.358,11.267,8.491,1.036,-1.898,-2.129,-1.723,64.455,-1.008,32.73,-4.089,8.547,0.379,3,-0.62,3,65.392,0,0,84.526,4,0,6,0,6,0,13,0,0.207,0
schrod_375190_1,0,0,0,1,0,3,0,-2,203.197,5.866,417.193,53.699,177.593,185.901,0,680.309,1,4,0.0505758,0.0095879,0.8966693,20.921,7.376,11.099,7.938,1.415,-2.086,-2.349,-2.283,51.926,-1.09,25.72,-3.85,8.764,0.498,1,-0.534,3,65.933,0,0,90.968,4,0,9,0,9,0,15,0,0.23,0
schrod_640730_2,0,0,0,1,0,2,0,-1,203.197,2.484,418.59,92.696,121.242,204.652,0,674.083,1,3.75,0.0091528,0.0089586,0.8882159,21.493,6.976,10.36,7.66,1.797,-2.599,-2.495,-2.509,177.732,-0.582,97.246,-2.841,8.89,1.117,1,-0.47,3,77.736,0,0,68.899,4,0,10,0,10,0,15,0,1.296,0
schrod_774602_1,1,1,0,0,0,3,0,1,202.299,3.751,474.201,319.453,77.667,77.081,0,785.049,3,1,0.0179188,0.0036526,0.8678942,24.073,7.229,12.314,6.63,2.218,-2.132,-1.988,-4.763,453.193,0.094,232.655,-4.454,8.012,-0.112,6,0.106,3,87.474,0,0,40.07,2,0,9,0,9,0,15,0,0.052,0
schrod_774603_1,1,1,0,0,0,3,0,1,202.299,1.782,454.614,279.793,75.313,99.508,0,762.418,3,1,0.0041644,0.0038099,0.8878058,23.382,7.273,11.956,6.719,2.12,-1.777,-1.988,-4.548,477.101,0.144,245.949,-4.332,7.996,-0.078,7,0.047,3,87.299,0,0,39.944,2,0,9,0,9,0,15,1,0.158,0
schrod_806203_1,2,2,0,0,0,5,1,1,202.296,2.977,439.072,312.312,126.76,0,0,754.336,4,3.5,0.0117449,0.0159427,0.9127241,20.824,7.266,14.055,9.841,0.088,0.561,0.221,-4.397,38.694,0.045,18.01,-7.501,9.452,-2.373,4,-0.389,2,55.877,0,0,67.828,4,0,5,0,5,3,14,0,0.023,0
schrod_477875_3,0,0,0,2,0,2,1,-1,206.198,3.717,410.403,62.575,167.677,180.151,0,677.131,0,2,0.020402,0,0.9086626,21.381,7.106,8.314,4.601,2.821,-2.622,-2.689,-0.254,16.331,-0.911,9.369,-3.783,9.549,-0.143,2,-0.358,2,65.171,0,0,92.807,4,0,9,3,6,3,15,1,0.081,0
schrod_398807_2,1,0,0,0,0,5,0,-2,205.259,4.912,464.279,171.253,144.718,148.307,0,749.042,3.5,4.2,0.0322119,0.0169241,0.8591263,22.028,7.889,14.601,10.99,1.01,-2.288,-2.241,-4.519,420.276,-1.045,193.837,-3.184,7.866,-0.055,4,-0.456,3,79.813,0,0,75.785,4,0,9,0,9,0,15,0,0.692,0
schrod_487577,0,0,0,0,0,3,0,0,207.155,3.993,411.201,129.735,88.43,64.56,128.476,637.51,2,2.5,0.025011,0.0085981,0.8711686,18.049,4.622,10.323,6.524,1.891,-2.776,-2.679,-3.925,1436.557,-0.079,3699.888,-2.634,8.955,0.279,2,-0.324,3,94.525,128.476,0,55.385,4,0,6,0,6,0,14,0,0.715,0
schrod_818247_3,0,0,2,0,0,4,0,-2,205.262,4.453,431.213,107.773,165.313,158.126,0,726.168,5,3.5,0.0273016,0.0181494,0.9060765,21.849,8.547,16.54,12.845,0.675,-2.05,-2.073,-3.806,268.061,-1.02,119.217,-7.75,8.736,0.051,2,-0.517,3,74.357,0,0,98.603,5,0,6,0,6,0,15,0,0,0
