molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Label
schrod_387789_4,1,0,0,0,0,2,0,-1,252.318,5.187,529.765,154.986,97.511,277.268,0,882.816,2.5,3.5,0.030476,0.0104461,0.8400952,30.54,9.52,15.764,10.211,2.714,-4.138,-3.73,-5.442,1178.161,-0.478,590.628,-2.148,7.788,0.47,3,0.151,3,100,0,0,55.831,4,0,15,0,15,0,19,0,0.131,0
schrod_616086_1,0,0,0,0,0,7,0,-2,252.337,7.802,508.9,244.087,152.534,75.976,36.302,870.215,3,5.5,0.0699426,0.0187194,0.866198,24.903,8.852,16.174,10.778,0.404,-1.743,-2.488,-4.059,354.337,-1.125,254.793,-3.391,9.128,0.187,2,-0.367,3,74.941,0,0,96.39,6,0,5,0,5,0,17,0,0.221,0
schrod_805014,1,0,0,0,0,0,0,1,253.321,7.892,458.421,67.626,61.186,276.324,53.285,779.602,1,1.5,0.0798835,0.0032721,0.8936118,27.685,8.554,12.462,6.079,3.599,-4.277,-4.715,-4.571,2604.199,0.183,2726.093,-1.674,8.079,0.666,2,0.437,3,100,0,0,30.917,3,0,17,0,17,0,18,0,0.284,0
schrod_196914_3,1,0,0,0,0,5,0,-2,252.318,5.374,530.049,67.295,163.99,298.764,0,878.998,4,3.5,0.0328536,0.0132063,0.8372223,28.666,10.431,17.576,12.345,1.926,-3.329,-3.563,-5.591,275.919,-1.298,122.999,-3.009,7.755,-0.169,5,-0.145,3,81.91,0,0,80.798,4,0,15,0,15,0,19,0,0.116,0
schrod_224751_4,0,0,0,0,0,3,0,-2,254.174,9.109,443.457,0,208.541,116.742,118.174,711.745,3.5,5,0.1165661,0.0210937,0.8693529,21.519,7.027,16.953,12.43,0.554,-3.732,-3.993,-4.203,104.305,-1.167,190.815,-4.664,8.911,1.491,1,-0.513,3,66.314,118.174,0,102.907,6,0,11,0,11,0,18,0,0.001,0
schrod_415583_2,0,0,0,1,0,1,0,-1,256.278,3.412,471.675,0,130.267,304.827,36.581,783.282,1,5,0.0148592,0.0106005,0.8712327,27.462,9.012,13.597,9.996,2.251,-3.192,-3.368,-3.262,145.941,-0.551,124.668,-2.75,9.275,1.295,3,-0.374,3,78.861,0,0,72.729,4,0,15,0,15,0,18,0,0.292,0
schrod_224751_6,0,0,0,0,0,3,0,-2,254.174,9.081,443.619,0,208.487,116.995,118.137,711.893,3.5,5,0.115828,0.021086,0.8691576,21.527,7.029,16.945,12.431,0.555,-3.734,-3.993,-4.207,104.429,-1.167,190.969,-4.662,8.911,1.491,1,-0.512,3,66.329,118.137,0,102.867,6,0,11,0,11,0,18,0,0.001,0
schrod_220655,0,0,1,0,0,4,0,-2,256.31,4.65,544.206,181.569,156.229,206.408,0,898.313,4.5,5,0.0240751,0.0194901,0.8273453,29.199,10,18.996,14.129,1.396,-3.402,-3.004,-5.31,326.875,-1.199,147.725,-5.35,8.156,0.154,5,-0.268,3,80.123,0,0,99.729,6,0,12,0,12,0,19,0,0,0
schrod_451331_1,1,0,0,0,0,4,1,0,255.322,4.863,567.882,262.126,77.966,227.79,0,937.669,2,5.5,0.0252231,0.0136968,0.8158427,30.979,9.401,15.883,10.63,2.469,-4.014,-2.999,-5.598,1805.287,-0.459,936.798,-1.77,7.697,0.332,4,-0.077,3,100,0,0,60.389,5,0,12,0,12,0,19,0,0.42,0
schrod_451332_1,1,0,0,0,0,4,1,0,255.322,6.206,569.26,262.022,78.34,228.898,0,938.897,2,5.5,0.0410227,0.0136637,0.814579,31.038,9.421,16.12,10.643,2.474,-4.036,-2.999,-5.624,1790.63,-0.465,928.58,-1.773,7.79,0.376,4,-0.074,3,100,0,0,60.436,5,0,12,0,12,0,19,0,0.396,0
schrod_851071_2,1,1,1,0,0,12,0,-1,256.347,5.358,614.61,420.103,92.763,101.744,0,1016.948,4,6.4,0.028232,0.0208262,0.7957282,27.811,9.855,17.749,12.037,1.487,-1.815,-0.901,-6.049,325.931,-0.738,162.921,-5.844,8.429,-0.923,2,-0.487,2,80.634,0,0,81.932,6,0,0,0,0,0,18,0,0.006,0
schrod_625015_1,0,0,0,1,0,8,1,-2,259.276,7.173,515.35,182.976,164.469,164.706,3.198,834.163,1,6.25,0.061677,0.0121277,0.8315654,23.665,8.343,13.02,9.055,1.514,-2.233,-2.425,-3.235,69.158,-1.496,36.502,-3.202,9.142,0.525,1,-0.792,3,68.74,0,0,92.493,6,0,6,0,6,0,17,0,0.952,0
schrod_791923_3,0,0,0,1,0,1,0,-1,258.294,2.44,483.774,71.753,120.497,249.348,42.175,804.347,1,3.5,0.0074035,0.0072348,0.8646062,27.775,8.766,12.67,8.105,2.994,-3.895,-3.9,-3.104,180.645,-0.468,168.476,-2.766,9.021,1.414,2,-0.058,3,84.868,0,0,64.09,4,0,14,0,14,0,18,0,0.056,0
schrod_398858,1,1,0,0,0,7,0,0,259.35,1.994,562.993,289.264,74.084,199.645,0,944.569,3,3.75,0.0042104,0.0115369,0.8269603,29.06,9.502,15.306,9.479,2.286,-2.518,-2.389,-6.01,490.075,-0.182,253.186,-3.572,7.773,0.6,7,0.006,3,88.481,0,0,56.182,4,0,10,0,10,0,19,1,0.214,0
schrod_357252,0,1,0,0,0,2,0,1,259.307,6.319,496.203,276.056,61.663,158.484,0,853.527,2,4.5,0.0467787,0.0128253,0.8769678,28.233,8.204,14.726,9.331,1.873,-2.198,-2.339,-5.005,642.76,0.307,339.433,-3.968,9.123,0.218,5,-0.006,3,88.171,0,0,56.128,5,0,15,0,15,3,19,0,0.177,0
schrod_631459,0,0,0,0,0,7,0,-2,259.35,4.415,562.281,405.8,122.239,34.242,0,953.267,2,4.7,0.0204432,0.0118211,0.8330827,27.828,8.553,14.15,8.151,2.344,-4.65,-3.958,-4.396,686.613,-1.033,329.5,-2.98,8.382,0.45,4,-0.026,3,91.442,0,0,69.492,4,0,10,0,10,4,19,0,0.006,0
schrod_802759,0,1,0,0,1,6,0,0,259.35,6.339,550.564,232.272,109.469,208.822,0,938.287,4,3.5,0.0428199,0.0127142,0.8418755,29.538,10.027,17.594,13.157,1.411,-1.407,-1.646,-4.438,139.074,-0.429,109.836,-4.288,8.144,-0.201,4,-0.359,3,73.565,0,26.565,72.911,4,0,9,0,9,0,19,0,0.524,0
schrod_867081_1,0,0,0,0,0,3,0,0,258.34,1.294,500.236,194.396,113.036,148.656,44.148,843.313,2,3.5,0.0019847,0.0098948,0.8629441,27.089,8.629,13.554,8.433,2.492,-3.754,-3.773,-4.459,839.427,-0.521,714.544,-2.791,8.622,1.138,3,0.062,3,93.869,0,0,62.467,4,0,13,0,13,0,18,0,0.074,0
schrod_722041_1,0,0,0,1,1,1,0,-1,261.277,6.127,459.108,193.939,114.598,150.571,0,800.045,0,4.75,0.0469178,0,0.9078071,26.66,7.744,11.756,9.15,1.475,-1.344,-2.298,-0.56,123.235,-0.424,113.756,-3.005,9.295,0.021,3,-0.855,2,73,0,27.894,79.148,5,0,13,0,13,4,19,0,11.691,0
schrod_838423_1,0,0,0,0,0,5,1,-1,260.288,4.303,475.75,0,174.083,178.643,123.024,787.168,4.3,4,0.0235187,0.0174347,0.8666247,23.844,9.164,17.004,12.441,1.44,-3.91,-4.36,-4.542,221.348,-0.981,457.49,-3.618,8.086,0.902,2,-0.418,3,77.35,47.042,0,86.126,4,0,12,0,12,0,18,0,0.008,0
schrod_481813_1,0,0,0,1,0,8,0,-2,262.277,5.234,502.874,171.295,175.144,155.082,1.353,817.363,1,6.2,0.0335107,0.0123291,0.8407151,22.901,8.204,12.393,8.983,1.345,-2.035,-2.501,-3.041,54.778,-1.567,27.719,-3.433,8.774,0.59,3,-0.818,3,65.941,0,0,99.941,6,0,6,0,6,0,17,0,0.893,0
schrod_803598,1,0,0,1,0,1,0,-2,261.667,9.173,465.554,0,192.448,201.632,71.474,764.267,2,2,0.1100911,0.0060754,0.8683429,25.715,8.982,14.43,8.224,2.669,-3.945,-4.394,-2.816,37.542,-1.023,44.621,-4.26,8.512,0.633,0,-0.008,3,70.756,0,0,94.942,5,0,14,0,14,0,18,0,0.002,0
schrod_731315_6,0,1,0,0,0,6,0,1,260.295,8.549,542.235,214.803,126.525,200.906,0,895.468,2,4.5,0.0816098,0.0117365,0.8285992,27.749,9.159,15.152,9.289,1.699,-2.33,-2.253,-5.99,155.943,-0.628,73.438,-4.63,8.543,1.359,5,-0.102,3,76.144,0,0,80.203,6,0,10,0,10,0,19,0,0.03,0
schrod_435630_5,0,1,0,1,0,6,0,0,262.326,1.168,471.019,78.645,130.725,227.543,34.106,827.711,1,4,0.0016471,0.0084922,0.9051334,25.291,9.117,11.913,7.383,0.43,-2.113,-2.568,-3.071,36.036,-0.38,29.478,-4.614,9.533,0.373,7,-0.281,2,57.328,0,0,74.567,4,0,11,0,11,0,18,1,0.049,0
schrod_498906,0,0,0,0,0,3,0,1,263.341,2.496,569.995,202.026,36.664,331.305,0,955.067,1,3,0.0065222,0.0052632,0.8228425,33.305,9.807,13.661,7.352,4.133,-5.084,-4.306,-5.979,4448.559,0.022,2483.124,-0.74,8.191,0.683,5,0.504,3,100,0,0,33.127,3,0,16,0,16,0,20,0,0.395,0
schrod_630988,0,1,0,0,0,3,1,-1,263.36,4.494,482.163,227.884,173.048,21.736,59.495,832.524,4,5.5,0.0242537,0.0228139,0.8876378,25.445,8.756,17.506,12.839,0.388,-2.7,-2.672,-4.18,56.466,-0.537,51.876,-6.407,8.681,1.475,3,-0.314,3,60.572,0,0,91.563,5,0,10,0,10,3,18,0,0,0
schrod_311237_2,0,0,0,1,0,3,0,-1,264.301,6.316,494.362,149.299,157.523,159.147,28.392,833.714,1,5.5,0.047845,0.0111255,0.8665593,26.805,8.602,13.877,9.293,1.97,-3.051,-3.099,-2.643,80.483,-0.946,59.091,-3.574,9.558,0.861,3,-0.424,3,72.586,0,0,93.085,6,0,11,0,11,0,18,0,0.063,0
schrod_129536,1,0,0,0,0,5,0,-2,264.329,6.404,545.134,86.136,141.557,317.441,0,913.51,3,3.5,0.0448872,0.0111205,0.835226,30.226,10.52,16.752,10.892,2.536,-3.808,-3.907,-5.712,450.316,-1.091,208.854,-2.53,7.653,0.449,4,0.049,3,89.287,0,0,68.121,4,0,15,0,15,0,20,0,0.121,0
schrod_195269,1,0,0,0,0,2,0,-1,264.329,2.485,545.958,88.209,119.169,338.58,0,913.865,3.5,2.5,0.006759,0.0085667,0.8341809,32.368,10.625,17.187,11.294,2.942,-4.379,-4.259,-5.83,734.205,-0.699,354.254,-2.331,7.631,0.233,3,0.242,3,95.463,0,0,64.05,4,0,17,0,17,0,20,0,0.052,0
schrod_466524_6,0,0,0,1,0,5,0,-2,264.298,6.967,481.396,0,238.857,241.941,0.597,798.704,3.5,5,0.0607773,0.0194313,0.8648091,24.91,9.766,17.078,13.096,1.031,-2.447,-3.233,-3.066,13.628,-1.866,6.104,-4.589,7.926,0.342,3,-0.578,2,53.288,0,0,111.454,5,0,12,0,12,0,18,1,0.024,0
schrod_396101_2,0,1,0,1,0,10,0,-2,265.352,2.364,590.381,309.207,156.097,125.077,0,988.221,3,3.75,0.0056558,0.0110017,0.8127099,28.168,9.964,15.158,8.934,0.685,-3.153,-2.263,-4.078,20.708,-1.216,10.534,-5.058,8.907,-0.327,5,-0.179,2,54.513,0,0,83.651,4,0,6,0,6,0,19,1,0.002,0
schrod_343961_1,0,0,0,1,0,3,0,-1,265.304,10.178,440.908,29.632,169.276,157.845,84.155,742.934,1,4,0.1394319,0.0090722,0.8997404,23.159,8.377,13.449,7.778,2.283,-2.971,-3.735,-2.1,62.267,-0.805,90.474,-3.795,9.426,1.534,2,-0.375,3,72.428,0,0,85.579,5,0,12,0,12,0,17,0,0.058,0
schrod_554002,0,0,0,0,0,5,0,-2,265.311,2.575,526.811,318.169,167.708,40.934,0,888.349,3,5.45,0.0074654,0.0179185,0.8483319,26.578,8.553,15.733,11.065,1.219,-3.119,-2.839,-4.181,254.403,-1.291,112.665,-3.986,8.421,0.329,4,-0.251,3,77.137,0,0,102.904,6,0,10,0,10,3,19,0,0.021,0
schrod_388914,0,0,0,0,0,2,0,0,266.342,1.416,543.937,191.562,80.107,272.268,0,932.034,1.5,3,0.0021516,0.0067549,0.8483414,32.462,9.661,14.266,8.136,3.529,-4.701,-4.266,-5.284,1722.826,-0.299,890.633,-1.845,8.116,0.751,2,0.452,3,100,0,0,47.401,3,0,15,0,15,0,20,0,0.076,0
schrod_889504_2,0,1,0,0,0,5,0,1,265.357,1.108,584.64,190.294,49.572,344.774,0,977.922,2,2.5,0.0012563,0.0060474,0.8149783,33.065,10.434,14.684,8.097,3.66,-3.755,-3.314,-6.896,836.968,0.163,451.531,-2.801,8.194,-0.005,4,0.468,3,100,0,0,37.679,3,0,15,0,15,0,20,0,0.074,0
schrod_889504_1,0,1,0,0,0,5,0,1,265.357,1.814,584.523,190.482,53.335,340.705,0,978.051,2,2.5,0.0033653,0.0060486,0.8152134,33.031,10.434,14.714,8.095,3.63,-3.753,-3.314,-6.873,770.943,0.126,413.156,-2.885,8.216,-0.013,4,0.469,3,100,0,0,39.082,3,0,15,0,15,0,20,0,0.061,0
schrod_105139_3,0,0,0,1,0,6,0,-2,266.317,5.019,540.942,227.62,164.242,117.742,31.338,889.762,1,5.5,0.0283075,0.0101674,0.8270468,26.726,8.768,13.352,8.508,2.209,-3.363,-3.018,-3.085,69.501,-1.322,52.334,-3.556,8.792,0.914,2,-0.43,3,72.847,0,0,91.737,6,0,9,0,9,0,18,0,0.032,0
