Filename,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
DB09128,0,1,0,0,0,6,0,1,433.567,7.095,789.092,259.251,90.07,388.55,51.221,1391.859,1,6.25,0.036169,0.0079205,0.7640127,49.406,15.333,21.826,11.189,4.883,-6.315,-5.72,-7.93,345.67,-0.303,331.257,-3.297,8.18,0.707,3,0.891,1,100,0,0,58.865,5,0,25,0,25,4,31,1,0
DB09133,2,0,0,1,0,3,0,-1,613.917,3.774,552.422,181.842,174.232,22.499,173.851,946.379,3,7,0.0150541,0.0219476,0.84386,30.009,10.255,18.805,13.075,2.134,-4.279,-9.09,-2.358,55.881,-0.822,249.506,-4.363,9.422,1.962,0,-0.398,2,57.752,0,0,118.688,6,1,6,0,6,0,20,0,0.001
DB09134,8,0,0,0,0,18,0,-2,807.116,4.782,781.848,294.711,357.888,9.982,119.267,1446.379,8,18.2,0.0158109,0.0658406,0.7910988,40.268,16.982,35.781,29.818,-1.621,-2.462,-8.048,-4.96,4,-4.041,5.699,-6.352,9.301,1.847,6,-1.438,1,0,0,0,224.334,12,3,6,0,6,0,33,1,0.001
DB09135,6,0,0,0,0,16,0,-2,791.116,11.437,785.95,331.356,321.876,6.968,125.749,1442.822,7,16.5,0.0906574,0.0555441,0.7856794,41.381,16.521,34.713,26.866,-0.703,-3.156,-8.492,-5.033,8.781,-3.569,14.469,-5.891,9.618,2.182,5,-1.171,1,0.844,0,0,204.578,11,3,6,0,6,0,32,1,0.001
DB09140,13,0,0,0,0,0,0,-1,31.999,0,140.074,0,140.074,0,0,153.909,0,4,0,0,0.9915533,0.005,0.438,1.481,4.949,-2.618,1.941,2.103,-1.669,465.133,-0.386,216.292,-4.101,10.658,0.888,0,-2.005,2,59.36,0,0,46.788,2,0,0,0,0,0,2,0,253.553
DB09143,2,0,0,0,0,4,0,1,485.505,7.044,827.654,321.571,41.317,342.903,121.863,1468.997,1,5.7,0.0337776,0.0068869,0.7550865,53.342,14.317,22.951,10.564,6.689,-9.084,-8.001,-7.13,4018.729,0.138,10000,-0.689,8.281,0.563,4,1.302,1,100,121.863,0,62.858,6,1,24,0,24,4,35,1,0
DB09144,0,0,0,0,0,4,3,-2,370.315,5.397,616.972,329.397,242.32,45.256,0,1099.607,1,11.2,0.0264913,0.0181532,0.835073,35.716,10.679,19.808,14.774,-0.104,-2.806,-2.679,-4.417,49.887,-1.994,19.365,-5.442,9.605,0.299,1,-0.753,2,43.768,0,0,190.748,11,1,11,0,11,4,26,0,0.002
DB09145,12,0,0,0,0,0,0,-1,18.015,2.59,126.272,0,126.272,0,0,133.425,2,1.7,0.0502838,0.0190395,1.0000328,-0.814,0.615,3.506,5.485,-1.38,1.274,-1.53,-1.531,628.723,-0.278,299.577,-3.847,12.261,-3.582,0,-0.993,2,68.953,0,0,39.366,1,0,0,0,0,0,1,0,38.816
DB09148,3,0,0,0,0,12,0,0,359.44,2.886,770.413,389.809,22.889,309.744,47.971,1286.894,1,5.15,0.0064742,0.0066847,0.7426829,40.6,12.729,16.93,7.743,5.567,-6.642,-5.182,-7.173,6009.528,-0.319,6294.603,0.302,7.809,0.269,6,0.572,1,100,47.971,0,37.901,4,1,12,0,12,0,26,1,0.164
DB09149,1,0,0,0,0,12,0,0,360.427,5.331,754.801,379.562,34.302,292.835,48.102,1265.242,1,5.4,0.0224604,0.0071542,0.7495177,39.572,12.43,16.985,7.914,5.226,-6.263,-5.103,-6.982,4684.02,-0.449,4816.307,0.032,7.979,0.561,7,0.462,1,100,48.102,0,48.943,5,1,12,0,12,0,26,2,0.212
DB09151,0,0,0,0,0,2,0,0,274.312,1.949,511.415,89.833,86.339,254.998,80.245,847.582,2,3.25,0.0044826,0.0089872,0.846928,28.917,8.84,14.3,8.989,3.071,-4.326,-4.289,-5.225,1503.651,-0.163,2115.465,-2.02,8.207,0.955,4,0.144,3,100,41.949,0,47.17,3,0,15,0,15,0,19,0,0.123
DB09152,13,0,0,0,0,0,0,-1,28.013,0,152.269,0,152.269,0,0,174.511,0,3,0,0,0.9918248,0.83,0.84,1.274,4.076,-1.623,1.958,1.724,-1.664,356.394,-0.468,162.196,-4.326,13.8,0.363,0,-1.678,2,63.116,0,0,53.971,2,0,0,0,0,0,2,0,132.295
DB09156,2,0,0,0,0,15,0,-2,791.116,7.838,790.39,371.239,264.107,16.385,138.659,1447.884,6,16.5,0.0424269,0.051135,0.7830916,42.315,16.104,32.74,25.309,-0.105,-3.42,-8.597,-5.12,31.001,-2.872,66.569,-4.889,9.436,1.985,6,-1.12,2,14.147,0,0,188.702,11,3,6,0,6,0,32,0,0.004
DB09157,14,0,0,0,0,0,0,-1,44.01,0.165,165.833,0,120.858,44.975,0,195.242,0,4,0.0001393,0,0.9814711,2.089,1.072,2.151,5.186,-1.957,1.695,1.848,-2.046,707.631,-0.273,340.415,-3.588,12.734,-0.975,0,-1.885,2,66.493,0,0,41.082,2,0,0,0,0,0,3,0,1135.21
DB09158,16,0,0,4,0,17,2,-2,872.867,19.573,1176.159,147.338,649.865,369.007,9.95,2190.701,9,23.5,0.1748749,0.0599409,0.6935659,74.126,29.087,55.303,42.062,0.138,-5.854,-8.755,-1.02,0,-9.444,0,-10.564,8.446,2.068,8,-1.738,1,0,0,0,359.243,20,3,32,0,32,0,58,3,0
DB09167,2,1,0,0,0,3,0,2,295.442,2.016,573.892,235.25,6.74,303.443,28.459,1022.242,0,2.5,0.0039767,0,0.8551403,35.728,10.12,12.824,5.021,4.369,-3.559,-3.794,-6.049,2132.482,0.79,1776.703,-2.349,8.48,0.269,3,0.789,3,100,0,0,6.002,1,0,15,0,12,1,21,0,0.083
DB09183,1,0,0,0,0,5,0,-2,493.576,8.001,789.239,312.083,208.361,268.141,0.654,1463.172,2,8.75,0.043749,0.0156789,0.7897445,51.752,15.709,25.883,15.305,3.55,-6.545,-7.018,-6.213,104.715,-1.963,43.519,-3.935,8.534,1.052,2,0.623,1,83.884,0,0,129.59,8,0,22,0,22,0,35,1,0
DB09185,0,1,0,0,0,5,0,1,237.298,1.606,525.364,341.37,29.282,154.712,0,859.011,1,4.7,0.0030011,0.0089462,0.8318356,26.491,7.557,11.769,7.226,2.159,-2.171,-1.624,-5.717,1303.514,0.379,728.88,-3.097,8.659,-0.325,3,-0.155,3,95.341,0,0,38.847,4,0,12,0,12,4,17,0,1.281
DB09195,0,1,0,0,0,3,0,2,405.465,10.323,690.787,391.475,56.232,125.775,117.305,1243.828,0,5,0.0856757,0,0.8097066,42.899,10.313,18.101,6.924,4.653,-5.493,-5.047,-5.937,723.692,0.497,1694.424,-3.887,8.556,0.254,4,0.764,3,100,117.305,0,42.42,5,0,23,0,23,10,29,0,0
DB09205,0,1,0,0,0,6,1,1,279.378,3.153,609.145,519.29,46.389,43.465,0,1056.702,0,5.25,0.0094082,0,0.8236566,32.698,8.63,12.755,5.644,2.835,-2.815,-1.882,-5.319,897.207,0.145,486.757,-3.708,8.954,-0.141,4,0.026,3,96.397,0,0,48.815,4,0,6,0,6,0,20,0,0.084
DB09209,0,2,0,0,0,5,0,2,398.501,3.908,635.429,473.77,33.371,128.289,0,1201.235,1,8.9,0.0127125,0.0140063,0.8600359,39.934,10.761,19.046,11.476,1.984,-1.344,-2.315,-5.861,297.336,0.758,163.212,-5.328,8.497,-0.345,7,-0.065,2,82.831,0,0,56.401,6,0,24,0,24,12,29,1,0.085
DB09210,2,0,0,0,2,2,0,-1,142.157,6.293,342.618,190.434,152.184,0,0,530.795,2,5.5,0.0746175,0.0227022,0.9253515,13.804,4.794,10.854,14.703,-1.818,1.364,0.705,0.009,98.039,-0.742,162.525,-4.132,9.325,-1.049,3,-1.425,2,51.945,0,70.521,85.184,4,0,5,0,5,3,10,0,242.169
DB09212,0,0,0,1,0,4,1,-1,246.305,2.789,518.638,269.971,143.48,105.186,0,879.394,1,4,0.008844,0.0077125,0.8558999,27.475,8.325,12.414,7.181,2.772,-3.669,-3.041,-2.558,109.365,-0.983,57.534,-3.409,9.641,0.026,4,-0.08,3,79.67,0,0,78.367,3,0,11,0,11,4,18,0,0.021
DB09213,0,0,0,1,0,4,0,-1,206.284,2.177,478.636,279.209,93.826,105.6,0,799.486,1,2,0.0059257,0.0041785,0.8703632,24.282,7.252,9.956,4.78,3.496,-3.756,-2.917,-2.326,323.402,-0.503,185.728,-2.493,9.511,-0.102,2,0.069,3,92.338,0,0,49.163,2,0,6,0,6,0,15,0,0.165
DB09214,0,0,0,1,0,4,0,-1,254.285,3.714,506.243,85.981,130.469,289.793,0,864.566,1,4,0.0159553,0.0079013,0.866971,28.645,9.442,13.185,8.318,3.119,-3.69,-3.517,-3.259,145.298,-0.835,78.215,-2.519,9.941,0.684,1,-0.115,3,83.907,0,0,75.637,3,0,12,0,12,0,19,0,0.271
DB09216,1,0,0,1,0,3,0,-1,261.707,3.63,487.122,64.104,93.517,269.007,60.495,818.17,1,1.5,0.0161096,0.0030793,0.8684721,27.232,9.006,11.454,5.659,5.134,-4.188,-4.589,-3.136,325.595,-0.295,401.274,-2.007,8.133,0.588,4,0.252,3,89.021,0,0,56.23,3,1,12,0,12,0,18,0,0.116
DB09219,0,0,0,0,0,2,0,-2,333.343,4.196,581.281,0,163.347,417.934,0,1011.841,3,4.75,0.0173986,0.0141536,0.8385335,37.047,12.367,19.842,13.703,2.614,-4.388,-5.19,-6.138,279.822,-1.106,124.88,-2.866,8.864,0.248,3,0.259,3,86.046,0,0,86.583,5,0,22,0,22,1,25,0,0.011
DB09220,0,0,0,0,0,5,1,-2,211.177,6.708,445.255,87.361,192.646,165.248,0,702.513,1,6.5,0.0640566,0.0145984,0.8583388,20.328,7.28,12.308,9.989,-0.079,-1.495,-1.452,-4.612,147.583,-1.481,62.543,-4.008,10.154,0.774,2,-0.845,3,65.303,0,0,108.913,7,0,6,0,6,0,15,0,0.663
DB09225,1,1,0,0,0,4,0,2,331.859,1.246,563.253,209.364,0.763,261.838,91.289,1013.686,0,2.75,0.0015305,0,0.8664235,34.346,10.184,12.657,4.719,4.772,-4.021,-4.516,-5.668,2429.751,0.938,4519.135,-2.29,8.761,0.738,1,0.655,3,100,0,0,12.901,2,0,15,0,12,0,22,0,0.179
DB09236,1,0,0,0,0,8,3,-1,455.55,2.29,785.772,551.275,97.179,137.318,0,1490.476,0,5.5,0.0035196,0,0.8030672,49.669,13.723,19.148,6.858,5.829,-6.925,-6.851,-5.373,1186.734,-0.923,595.274,-2.059,8.456,0.531,5,1.134,1,100,0,0,99.85,7,1,12,0,12,1,33,1,0
DB09237,0,1,0,0,0,8,2,0,408.881,1.962,674.5,393.591,130.478,130.916,19.515,1248.792,2,6.2,0.0030838,0.0129994,0.8314633,39.936,12.248,19.302,10.399,3.012,-3.812,-4.601,-5.61,143.046,-0.731,85.566,-4.758,8.54,0.588,8,0.439,2,83.163,0,0,103.524,7,0,12,0,12,1,28,1,0.001
DB09238,2,2,0,0,0,9,2,1,610.708,8.892,905.743,377.438,130.212,398.093,0,1821.78,0,8.5,0.0433993,0,0.7964478,64.777,18.709,27.276,11.88,5.552,-5.026,-7.478,-8.177,35.884,-0.55,16.601,-5.778,8.613,1.093,11,1.251,1,61.365,0,0,120.556,10,2,30,0,30,5,45,1,0
DB09242,0,0,1,0,0,3,0,0,241.68,4.526,477.456,301.074,74.683,33.572,68.127,777.759,2,4.5,0.0263354,0.0133289,0.8566337,23.366,7.011,12.838,8.328,1.952,-3.247,-2.882,-4.012,1939.467,-0.129,2390.573,-4.552,8.604,0.632,2,-0.247,3,100,0,0,66.262,6,0,11,0,11,2,16,0,0.004
DB09256,0,0,0,0,0,0,0,0,200.169,6.866,362.897,166.703,123.126,27.774,45.294,593.755,1,5.2,0.0794074,0.0143291,0.9414272,17.873,5.102,10.956,8.221,0.325,-1.6,-1.744,-2.612,673.442,-0.252,571.327,-3.691,9.723,0.72,1,-0.612,3,79.471,45.294,0,82.611,5,0,11,0,11,4,14,0,1.026
DB09257,2,0,0,0,0,1,0,-1,145.545,2.412,303.451,0,140.722,93.107,69.622,450.286,2,3.25,0.0129254,0.0151464,0.9362719,12.114,5.085,8.695,7.974,-0.121,-0.778,-1.379,-3.007,458.597,-0.396,512.609,-3.689,9.069,0.496,2,-0.699,2,73.874,0,0,65.51,3,0,6,0,6,0,9,0,2.273
DB09268,1,0,0,2,0,9,0,-2,437.438,4.344,681.393,6.532,314.197,355.687,4.977,1200.382,2,10,0.0157181,0.0207547,0.8016418,39.503,14.602,22.408,16.711,1.87,-3.722,-5.184,-2.823,0.666,-3.226,0.314,-5.193,9.696,0.909,3,-0.746,1,34.734,0,0,156.156,9,0,18,0,18,0,29,1,0.001
DB09269,1,0,0,1,0,2,0,-1,136.15,2.267,341.371,40.965,104.656,195.749,0,523.669,1,2,0.0098148,0.0058587,0.9204,15.388,5.481,7.249,5.577,2.159,-1.752,-1.551,-1.946,255.295,-0.381,143.837,-2.567,9.654,-0.198,1,-0.573,3,82.667,0,0,51.523,2,0,6,0,6,0,10,0,11.745
DB09270,14,0,0,0,0,31,0,-2,863.358,1.52,1338.232,1216.853,53.915,67.464,0,2900.783,0,5.5,0.0007966,0,0.7350391,90.675,25.595,32.67,2.345,15.247,-13.65,-15.216,-6.141,3052.262,-1.97,1652.604,0.701,9.262,1.739,33,4.251,1,100,0,0,66.256,4,2,6,0,6,0,63,2,0
DB09272,3,1,0,1,1,11,0,-2,569.659,12.336,900.988,281.913,255.318,363.757,0,1720.598,6,10.75,0.0884405,0.0292257,0.7707237,59.115,20.075,36.153,24.033,0.93,-5.388,-5.772,-4.521,1.859,-2.567,1.013,-5.95,8.648,0.806,10,-0.054,1,11.295,0,13.301,175.002,10,2,23,0,23,0,42,2,0
DB09274,1,0,0,1,0,4,5,-2,384.425,4.264,641.903,471.794,170.108,0,0,1160.516,1,7.95,0.0156674,0.0123851,0.8320128,37.721,10.423,18.183,10.834,2.583,-4.404,-3.912,-2.443,61.145,-1.316,30.689,-4.271,10.509,-0.57,2,-0.118,3,74.039,0,0,122.82,8,0,16,0,14,12,27,0,0.001
DB09278,15,0,0,0,0,0,0,2,16.043,0,162.113,162.113,0,0,0,189.51,0,0,0,0,0.9842391,1.43,-0.136,-0.908,-1.734,1.09,-0.9,-0.664,-1.787,9906.038,0.517,5899.293,-1.928,13.629,-4.227,0,-0.832,3,100,0,0,0,0,0,0,0,0,0,1,0,41.06
DB09280,0,0,0,1,0,4,2,-1,452.413,7.797,725.484,176.921,137.87,315.795,94.898,1289.711,2,7.5,0.0471425,0.01462,0.7898273,45.908,13.31,23.379,14.019,4.399,-6.459,-6.365,-4.631,123.617,-0.918,217.41,-2.564,9.116,0.658,1,0.289,1,90.145,94.898,0,109.973,7,0,24,3,21,4,33,1,0
DB09291,1,1,0,0,1,4,0,1,500.483,4.328,737.36,272.085,86.617,175.518,203.14,1372.022,2,5.2,0.0136518,0.0099733,0.8098282,47.862,11.961,22.537,14.006,4.785,-5.115,-6.414,-4.798,157.066,0.339,2442.192,-4.176,9.567,1.059,7,0.781,2,81.309,203.14,47.152,60.701,4,1,22,0,22,7,35,1,0
DB09292,0,0,0,1,1,11,1,-2,411.497,6.534,752.703,285.222,166.485,300.995,0,1376.941,2,6.5,0.0310091,0.0122125,0.7952161,44.763,14.823,21.683,12.859,4.145,-5.148,-5.011,-3.099,48.642,-1.855,33.429,-2.471,9.03,0.307,4,0.087,3,81.41,0,16.798,117.427,6,0,12,0,12,0,30,0,0.01
DB09296,12,0,0,0,2,11,0,-2,894.121,4.98,1358.377,909.541,212.44,236.396,0,2750.223,2.5,15.5,0.0090173,0.0180419,0.6988599,99.104,28.257,46.072,24.805,7.295,-11.84,-10.948,-4.783,54.71,-2.999,39.2,-3.546,7.811,0.072,7,1.666,1,61.892,0,30.561,199.93,15,3,33,0,33,12,65,2,0
DB09297,4,0,0,0,2,7,2,-2,765.882,7.601,889.305,425.81,186.598,276.023,0.875,1967.298,1.5,14.5,0.0293716,0.0199693,0.8538097,70.719,19.327,35.133,24.358,3.288,-3.76,-8.052,-2.465,56.41,-1.563,72.94,-3.314,8.806,1.132,7,0.099,2,51.627,0,59.678,187.918,14,2,42,6,25,16,55,1,0.065
DB09299,0,0,0,0,0,12,1,-2,476.471,7.233,771.679,389.81,149.339,232.529,0,1449.493,3,13.7,0.0360973,0.03075,0.8026742,46.37,15.078,27.488,19.415,1.783,-3.583,-4.34,-5.834,379.942,-1.705,173.81,-2.301,8.068,0.262,4,-0.569,2,70.598,0,0,136.029,11,1,15,0,15,0,33,0,0.624
DB09313,8,0,0,1,0,11,0,-2,1268.886,4.398,960.369,362.557,309.384,24.23,264.198,1834.704,5.25,15.95,0.0105402,0.0380542,0.7546943,60.439,20.942,38.247,25.365,3.021,-7.121,-18.966,-3.809,2.922,-3.073,32.114,-6.08,9.22,2.222,2,-0.27,1,14.094,0,0,229.718,13,3,12,0,12,0,43,2,0
DB09319,0,0,0,1,2,6,2,-2,494.561,8.631,814.48,334.794,171.266,282.126,26.294,1488.167,1,8.5,0.0500526,0.0104361,0.7739606,52.244,15.824,24.413,16.922,3.537,-5.354,-5.193,-1.979,24.228,-1.64,41.606,-3.106,9.243,0.615,5,-0.127,2,72.433,0,49.128,145.991,8,0,22,4,18,7,35,0,0.002
DB09324,0,0,0,1,1,1,1,-2,233.239,3.462,400.624,195.075,205.216,0,0.333,676.099,1,8,0.0177235,0.0199689,0.9298969,20.261,6.508,12.554,14.372,-1.133,0.364,-0.166,0.516,12.96,-1.078,13.458,-5.206,10.152,0.974,1,-1.403,2,40.225,0,42.817,118.751,6,0,7,4,3,5,15,1,3.357
DB09326,12,1,0,0,0,0,0,0,17.03,1.75,132.901,0,132.901,0,0,144.067,3,0.5,0.0212546,0.0065163,1.0000328,-0.388,1.057,4.086,5.829,-2.022,2,1.216,-2.258,135.676,0.076,63.178,-6.031,9.605,-3.191,0,-1.369,2,53.275,0,0,43.104,1,0,0,0,0,0,1,0,1.584
DB09330,3,1,0,0,0,9,1,1,499.614,3.922,905.309,468.524,74.02,362.765,0,1642.812,2,8.75,0.0093653,0.0136687,0.7437499,57.277,17.45,26.506,14.432,5.144,-6.67,-6.031,-8.135,490.756,-0.473,253.567,-2.804,7.768,0.287,5,0.888,1,92.265,0,0,80.484,9,1,21,0,21,0,37,1,0
DB09333,1,0,0,1,0,5,0,-1,597.96,6.758,573.401,222.781,111.938,52.477,186.205,989.528,1,3.5,0.0461605,0.0061039,0.837514,30.738,10.066,14.412,6.092,4.53,-5.457,-10.445,-2.604,217.767,-0.345,1268.432,-2.918,8.841,1.437,2,0.261,3,82.357,0,0,76.376,4,1,6,0,6,0,19,0,0.003
DB09335,1,1,0,1,2,6,0,-2,558.516,13.851,787.182,296.219,252.3,151.068,87.594,1520.425,3.25,10.25,0.1261886,0.0234742,0.8123314,52.284,15.306,30.386,20.322,-0.082,-4.585,-4.807,-1.459,1.398,-1.734,3.284,-7.124,9.068,1.139,4,-0.352,1,3.15,87.594,32.452,185.837,11,2,22,3,19,5,40,1,0
DB09340,0,0,0,1,0,7,0,-1,641.026,5.527,608.707,299.302,88.658,47.764,172.983,1097.225,2,4.5,0.02784,0.0104549,0.8451891,33.718,11.053,17,7.99,4.744,-5.252,-10.79,-2.457,362.038,-0.261,1859.753,-2.313,9.265,1.685,3,0.225,3,87.56,0,0,77.982,4,1,6,0,6,0,22,0,0.017
DB09342,0,1,0,0,0,10,1,1,294.393,5.862,640.031,432.629,101.575,105.827,0,1099.347,1.5,5.75,0.0312585,0.011003,0.8048603,32.432,10.207,15.592,8.325,1.75,-2.985,-2.247,-5.92,268.882,-0.686,132.329,-4.121,8.401,-0.061,3,0.047,3,80.676,0,0,70.849,5,0,6,0,6,0,21,0,0.023
DB09343,0,0,1,0,0,3,0,-2,242.664,7.607,426.876,183.723,188.067,8.01,47.077,714.058,3,5,0.0810483,0.0202875,0.9050768,20.573,7.396,14.864,10.754,0.427,-2.228,-2.63,-3.106,163.103,-1.032,126.184,-6.732,9.159,0.735,2,-0.448,3,69.046,0,0,110.918,6,0,11,0,11,3,16,0,0
DB09345,1,1,0,0,0,9,0,1,293.405,3.425,639.163,490.254,3.283,145.627,0,1092.84,0,5.2,0.0107313,0,0.8027695,33.193,9.39,12.699,5.407,3.513,-2.922,-2.304,-6.144,2299.697,0.386,1346.334,-2.266,8.709,-0.216,4,0.017,3,100,0,0,28.68,4,0,12,0,12,4,21,0,1.906
DB09346,2,0,0,1,0,3,0,-1,627.943,6.571,554.267,216.915,164.986,11.874,160.492,982.529,2,7.5,0.0439405,0.0191363,0.862335,31.354,10.211,18.428,11.967,2.302,-4.114,-9.292,-2.009,68.381,-0.703,262.223,-4.23,9.515,2.07,0,-0.364,3,60.306,0,0,110.406,6,1,6,0,6,0,21,0,0.003
DB09348,11,0,0,0,0,0,1,0,72.063,5.659,211.816,134.242,77.574,0,0,295.953,0,4,0.1082239,0,1.0139623,5.69,2.27,4.595,4.696,-1.259,1.863,1.382,-1.306,1820.83,0.06,945.519,-2.949,11.193,-0.782,0,-1.593,3,77.927,0,0,46.206,2,0,4,4,0,2,5,0,5913.179
DB09350,1,0,0,0,0,13,1,-2,338.443,2.286,675.233,594.228,0,81.004,0,1204.811,0,6.6,0.0043372,0,0.8109441,34.489,9.991,13.629,5.528,2.97,-4.688,-4.688,-4.977,9906.038,-1.636,5899.293,0.014,8.769,-0.213,5,-0.202,3,100,0,0,42.052,5,0,9,0,9,1,24,0,7.172
DB09351,0,1,0,0,0,12,0,1,307.432,1.867,685.928,510.295,51.541,124.093,0,1178.49,2,5.65,0.0029586,0.0116489,0.7866296,34.489,10.896,16.254,8.412,3.411,-3.445,-2.324,-6.303,801.744,-0.316,431.026,-2.943,8.854,-0.469,5,0.154,3,100,0,0,47.931,4,0,9,3,6,3,22,0,0.126
DB09352,1,1,0,0,0,4,0,0,151.208,2.877,381.771,133.148,99.391,149.232,0,603.595,3,1.75,0.0137134,0.0079396,0.9047456,16.859,6.282,10.394,7.564,0.793,-0.259,-0.657,-4.511,282.015,-0.089,139.328,-4.504,8.922,-0.417,4,-0.478,3,75.444,0,0,47.138,2,0,6,0,6,0,11,0,2.641
DB09353,9,0,0,0,0,0,4,1,256.48,0,350.4,0,0,0,350.4,560.815,0,0,0,0,0.9385986,16.29,6.201,5.901,0.685,3.968,-4.991,-4.991,-2.526,9906.038,0.192,10000,-1.52,9.712,4.234,0,0.246,3,100,0,0,0,0,0,8,0,0,0,8,0,0.079
DB09355,0,0,0,0,0,4,0,-2,276.309,8.3,504.963,0,178.946,326.018,0,847.979,2.5,6,0.0812436,0.0187872,0.8580154,28.327,10.168,17.499,13.058,1.1,-2.852,-3.204,-5.384,199.047,-1.298,86.418,-3.285,8.976,0.771,1,-0.342,3,74.531,0,0,102.16,5,0,12,0,12,0,19,0,0.195
DB09357,1,0,0,0,1,9,0,-2,205.253,5.397,456.152,294.536,161.616,0,0,755.703,4,7.6,0.0385494,0.0333222,0.8796088,18.31,7.281,15.713,14.953,-0.941,-0.391,-0.259,-2.106,191.775,-1.372,130.088,-3.634,9.729,-1.157,3,-1.219,2,62.291,0,22.677,96.37,5,0,0,0,0,0,14,0,19.393
DB09366,0,0,0,0,0,4,1,0,447.011,8.288,519.287,208.528,101.634,52.158,156.966,863.833,0,4.5,0.0795273,0,0.8447164,26.346,8.327,12.252,5.62,2.696,-3.735,-6.838,-4.293,1076.717,-0.242,3880.7,-2.825,8.773,1.441,2,-0.248,3,96.999,0,0,68.055,4,0,6,0,6,0,16,0,0.123
DB09371,0,0,0,0,0,2,1,0,298.424,2.507,562.43,427.495,91.682,43.253,0,1011.284,1.5,2.75,0.0062158,0.0059884,0.8663213,33.446,8.958,14.297,6.455,3.639,-5.134,-4.215,-3.901,1338.073,-0.371,677.735,-2.865,9.467,-0.618,6,0.716,3,100,0,0,49.952,2,0,17,0,17,14,22,0,0.003
DB09378,1,0,0,0,0,5,1,-2,378.44,2.055,587.17,281.586,193.614,78.035,33.934,1096.306,3,8.15,0.0038512,0.0240411,0.8757016,35.255,10.859,20.685,14.31,1.582,-3.519,-3.868,-3.915,144.497,-1.338,93.788,-4.333,10.531,1.022,4,-0.103,3,74.868,33.934,0,109.387,5,0,17,0,17,12,27,0,0.004
DB09383,0,0,0,0,0,4,1,-2,372.46,4.072,594.678,327.934,185.179,81.564,0,1121.738,2,8.45,0.0147787,0.0200951,0.877966,36.948,11.054,19.982,13.335,1.496,-3.506,-3.745,-3.896,173.719,-1.279,74.596,-4.261,10.361,0.758,5,-0.054,3,75.792,0,0,111.574,5,0,17,0,17,11,27,0,0.005
DB09388,5,0,0,1,0,3,0,0,973.679,10.197,729.71,0,153.881,73.149,502.679,1352.814,2,5.25,0.0768609,0.0101748,0.810663,46.758,16.397,24.729,10.634,6.87,-9.213,-18.289,-3.137,87.145,0.055,10000,-3.81,8.704,1.986,1,0.924,1,75.979,0,0,100.953,5,2,20,0,20,0,33,1,0
DB09389,0,0,0,0,0,3,0,0,312.451,4.673,556.619,407.333,89.968,59.318,0,1029.038,1.5,2.75,0.0212177,0.0060509,0.885581,33.668,9.298,14.632,6.318,3.447,-5.129,-4.5,-3.666,1389.094,-0.382,705.71,-2.681,10.195,0.253,4,0.727,3,100,0,0,48.651,2,0,17,0,17,14,23,0,0.009
DB09394,8,0,0,3,0,3,0,-2,97.995,1.116,227.51,0,221.663,0,5.847,302.076,3,5,0.0041227,0.0380654,0.9569925,4.009,3.264,8.06,10.433,-0.345,-0.048,-0.386,3.195,1.273,-1.217,0.813,-5.317,10.958,-0.525,0,-1.356,1,26.798,0,0,89.303,4,0,0,0,0,0,5,1,0.423
DB09401,6,0,0,0,0,2,0,0,146.143,1.923,298.435,196.564,101.871,0,0,469.659,2,6.8,0.0078739,0.0322236,0.979122,11.358,4.397,9.621,10.316,-0.828,-0.404,-0.316,-1.87,1071.158,-0.265,532.866,-3.205,10.747,-2.274,4,-0.894,3,76.327,0,0,63.527,4,0,8,0,8,6,10,0,35.931
DB09403,2,0,0,1,0,5,0,-1,613.96,7.13,530.355,127.036,177.154,38.885,187.28,949.704,2.5,6,0.053529,0.0178877,0.8810303,29.014,10.558,17.875,10.999,2.662,-3.912,-9.552,-1.835,52.426,-0.8,275.86,-4.167,8.825,1.811,2,-0.29,3,60.352,0,0,100.588,5,1,6,0,6,0,20,0,0.005
DB09415,3,1,0,0,0,11,0,-2,195.215,4.416,427.961,221.782,206.179,0,0,689.337,6,10,0.0282932,0.0572362,0.8818233,14.37,7.378,18.547,18.362,-2.749,0.425,0.625,-4.17,27.391,-1.469,11.206,-6.326,9.229,-2.044,6,-1.149,2,23.621,0,0,117.226,6,1,0,0,0,0,13,0,0.373
DB09419,2,0,0,0,0,8,0,-2,150.131,1.805,336.969,108.392,228.577,0,0,521.373,3,7.8,0.0062508,0.0400927,0.9296968,9.575,5.504,11.317,12.397,-1.805,-0.019,-0.234,-2.67,67.345,-1.682,26.785,-4.964,10.768,-0.097,4,-1.11,2,49.099,0,0,120.083,5,0,0,0,0,0,10,0,1.56
